Review ID,Username,Rating,Review Text,Date
8daa1097-9a9b-4315-9968-f87bcddfca78,Pengguna Google,5,praktis,2025-07-10 23:20:14
b0239e07-3f66-4569-a216-d7e422859570,Pengguna Google,5,sangat puas pelayanannya kurirnya pun ramah,2025-07-10 23:19:19
954813be-eff3-4059-847a-f701c0a3d5d2,Pengguna Google,1,kurir spx payah ..,2025-07-10 23:19:12
4a2774fd-517a-4c12-a558-190f6aebcaf5,Pengguna Google,5,bagus murah murah,2025-07-10 23:18:18
27e5d9f9-f765-462a-a302-3115d34a4d85,Pengguna Google,5,sangat bgus,2025-07-10 23:17:16
6312e3fe-a586-4e33-a807-a632148904df,Pengguna Google,5,cepat,2025-07-10 23:16:33
05882698-b648-451a-9a3a-602ec2db2b2e,Pengguna Google,5,bagus,2025-07-10 23:15:41
6e4afcc1-458a-4478-9926-24cbeb506ea5,Pengguna Google,5,bagus mudah prosesnya,2025-07-10 23:15:28
92df0c81-276a-4c54-bb33-bb89a5291cf6,Pengguna Google,5,good,2025-07-10 23:12:46
4f9a60f3-52a3-4d82-9dd3-0ba5b442bb3b,Pengguna Google,5,terpercaya,2025-07-10 23:12:27
c727a1ff-3d64-4023-85c8-6d1b5feab4f2,Pengguna Google,5,"sip,mantap",2025-07-10 23:12:10
d064d666-3d00-41a2-87fa-5a6c3d500ec4,Pengguna Google,5,bagus bngtt,2025-07-10 23:11:44
b46e4771-1e34-49d2-a623-896e5a6af554,Pengguna Google,5,Dulu saya 8 tahun pke toko sebelah tp skrg pindah ke shopee krn lbh murah,2025-07-10 23:10:50
ff695638-0f25-4366-b62b-0f8671bb9892,Pengguna Google,5,bagus aplikasinya,2025-07-10 23:09:22
02364ecf-9873-471c-a688-c861415020d2,Pengguna Google,1,"mending belanja di tiktokshop,apa lagi daftar paylater mudah dan nggk pake ribet,daftar nggk sampai 1 menit udah di acc,.belanja hari ini,bayar bulan depan,terimakasih tiktok paylater.",2025-07-10 23:08:24
a57d7850-5477-4307-ae7a-568ce1703850,Pengguna Google,5,jozz,2025-07-10 23:07:24
85937eba-7dc3-4e99-9572-f442fdbb5d53,Pengguna Google,5,bagus&sangat membantu sekali,2025-07-10 23:07:11
b39df5d2-d573-49cd-b3bd-469c2c548fe3,Pengguna Google,5,dhebest,2025-07-10 23:05:36
ce220be8-f662-4e3e-811f-d681048654ad,Pengguna Google,5,membantu sekali ini aplikasi,2025-07-10 23:05:03
2999765d-be12-4b2b-9df7-7e62ecad3158,Pengguna Google,5,"Shopee terbaik! Hemat, lengkap, dan praktis Shopee jadi aplikasi belanja online andalan saya. Pilihan produknya sangat lengkap, mulai dari kebutuhan sehari-hari, gadget, sampai komik pun ada! Promo gratis ongkir dan voucher cashback juga sangat membantu menghemat belanja. Aplikasi ini stabil, mudah digunakan, dan user interface-nya ramah banget. Fitur ShopeePay dan SPayLater juga praktis untuk transaksi. Plus, sekarang saya makin sering dapat promo karena masuk Shopee VIP mantap banget",2025-07-10 23:04:06
0b3fbf15-4164-490f-b5ec-471baca7aa97,Pengguna Google,5,CEPAT DAN BNYAK DISKON,2025-07-10 23:03:34
58e059bc-8564-4c54-affc-b38c7cbee472,Pengguna Google,5,best the best,2025-07-10 23:01:09
b1b674cc-31f0-4a6a-a424-affead95b469,Pengguna Google,1,Aplikasi nya jelek sering macet,2025-07-10 23:00:20
7ef0c48a-c8a4-4c09-ba14-82887c78b594,Pengguna Google,5,aplikasi nyaa sangattt bagguuusss,2025-07-10 22:58:50
1a365405-a86b-425f-9cb1-6d6b8b708b32,Pengguna Google,4,aplikasi belanja terbaik,2025-07-10 22:58:26
ccbdc6a4-e0e5-42d9-9587-ab1d74216f75,Pengguna Google,5,👍,2025-07-10 22:57:20
a17711be-ba70-4366-a05c-75c692a33fd5,Pengguna Google,5,sangat terbantu.barang yg susah dicari di daerah bisa dapat.. semoga makin sukses...,2025-07-10 22:56:33
c21e587a-1f7c-4159-83c2-68174f1444d1,Pengguna Google,5,sangat membantu,2025-07-10 22:56:08
750b1b66-b5d5-4e6a-b071-4373d53cc463,Pengguna Google,5,sangat puas,2025-07-10 22:55:47
6ba4cd1b-4954-4a4f-abcb-85f9cf6a94a5,Pengguna Google,1,"disini pelayanan kurang baik, expedisi sering seenak udelnya membatalkan pesanan,pengiriman tdk muncul ditunggu sampai jam 12 sgni,tdk muncul.ujung2nya dikatakan pembeli minta dikirim ulang,pdahal tdk ada datang ngirim. yg batalkan pesanan sy dari expedisi,pembatalan sepihak tp ujung2nya sy yg dibilang membatalkan.akhirnya sy tidak bisa COD saat CO,di blokir pihak Shopee,kecewa dn tdk ingin pake aplikasi jangka panjang!!!",2025-07-10 22:55:41
0dacbb07-fe0b-40d5-b6a7-ce71d6c1d1b7,Pengguna Google,5,good,2025-07-10 22:55:30
e603111b-80ff-4697-beb3-727ad200a0f0,Pengguna Google,4,dtng sesuai pesanan,2025-07-10 22:55:17
3e0b374c-aca6-4263-830f-2685b853a62c,Pengguna Google,5,sangat mendukung,2025-07-10 22:53:29
7fb2e9d7-f068-4710-a1ac-89ec0db7a98b,Pengguna Google,5,apk yg sangat membantu,2025-07-10 22:51:27
f7e4d15a-96de-476d-8926-1c6129da8b96,Pengguna Google,4,polisi,2025-07-10 22:49:59
b17a8cbe-0d67-4190-a46f-e09335769f72,Pengguna Google,5,good,2025-07-10 22:48:56
a769b6cc-02be-41e7-878c-be0315b2dc5d,Pengguna Google,1,kalau ada iklannya di browser susah di skip nya anjir,2025-07-10 22:47:21
937a7f92-9a5c-4e17-9014-d46bc032d544,Pengguna Google,5,bagus aplikasinya untuk pesan barang,2025-07-10 22:46:55
9c102334-bd21-40f0-aef3-5f5f00fb232d,Pengguna Google,5,"barang bgus, amanah",2025-07-10 22:46:30
d452fdc0-fdc1-439d-b961-c80f6080a554,Pengguna Google,5,Mantap Shopee Saya seneng bgt pake shopee belanja terus pakai shopee,2025-07-10 22:45:32
d61f41d3-4d8a-4402-bf90-70023ad614fb,Pengguna Google,5,mantap,2025-07-10 22:44:48
1a63f3ed-1ca9-4ebe-8960-4fe6b488b953,Pengguna Google,5,terpercaya,2025-07-10 22:44:39
228931ed-acd3-4e5a-8dd5-e27943decddc,Pengguna Google,5,good,2025-07-10 22:42:07
81ab120e-9815-4f4a-bd4e-c7585b09b4b9,Pengguna Google,5,sangat membantu,2025-07-10 22:41:12
fe9a2225-1cb4-440d-9052-f2de1091c397,Pengguna Google,5,terimakasih shopee belanja mudah😍,2025-07-10 22:40:24
7fd6ef6e-2ffc-48c5-8d0e-a5736eee0ee0,Pengguna Google,5,👍🏻👍🏻👍🏻,2025-07-10 22:39:05
9c6d78dd-958c-4c21-bbf2-d7f782df67fd,Pengguna Google,5,shopee isthebest,2025-07-10 22:38:18
7cc625da-0058-4296-a6c9-09e00b3cf714,Pengguna Google,5,memuaskan,2025-07-10 22:38:03
408484fe-aeeb-4ca7-b4f3-b869c13f4e97,Pengguna Google,5,belanja online lebih nyaman,2025-07-10 22:37:50
3aa1f696-240f-4539-b0e3-7b344fad0b4c,Pengguna Google,4,"dengan hormat, Shopee sangat membantu untuk belanja online. tapi mohon untuk tingkatkan beberapa hal, misalnya seperti cara pembayaran di tambah dengan apk goopy atau dana Terima kasih🙏🙏",2025-07-10 22:36:22
502c27ad-bbc6-415e-b78b-e6490a5ba90f,Pengguna Google,5,tempat blanja kebutuhan selalu ada,2025-07-10 22:34:51
533db451-8855-43c4-b65e-6cd07e2c5b23,Pengguna Google,5,👍,2025-07-10 22:34:21
6b762847-97dc-4ec8-b830-89d365d7331b,Pengguna Google,5,sangat puas bnget bguss belanja di Sofie 🥰,2025-07-10 22:33:37
4c577013-b953-43ac-8aab-0b1922fe939f,Pengguna Google,5,paket cepat sampai & SESUAI IKLAN,2025-07-10 22:33:07
b3be9bfe-6e43-48f5-bf18-d9d7a4dd5ef7,Pengguna Google,1,"ganti mitra pengiriman shoppe jngan spx lambat,nggak jelas,ngak sesuai estimasi",2025-07-10 22:32:36
5c667ea2-30ee-4fa6-b84c-ba8a4ee31571,Pengguna Google,5,baguss sih tapi kenapa g bisa cod 😭 pdahal g pernah retur paket,2025-07-10 22:31:44
b9635091-6d88-4a37-851a-4be5420317f0,Pengguna Google,5,Good,2025-07-10 22:29:17
47557b27-ed90-461b-9311-a10575c77a84,Pengguna Google,5,tepar cepat memuaskam,2025-07-10 22:29:08
669a130c-f1c0-42c7-a134-7acefb7badfd,Pengguna Google,5,siiip,2025-07-10 22:27:15
449a4829-ba91-4be0-bff1-13721e0ce7c7,Pengguna Google,5,"Saya sangat suka dengan aplikasi shopee barang bagus dan bykin promonya, pelayanan nya juga cepat dlm pengantaran serta banyak perubahan dalam hal pengiriman paket nya dan kurirnya juga baik semuanya, semoga semua yg terlibat selalu di berikan kelancaran dan kesuksesan..Aamiin Yaa robbal Alamiin.",2025-07-10 22:26:06
e091e546-da81-4947-827e-51b77674410f,Pengguna Google,5,M A N T U L. .. BROOO ....!?,2025-07-10 22:25:58
8703f0f7-9904-40b0-9ff0-fbaa3ea7a9ad,Pengguna Google,5,mantap,2025-07-10 22:25:32
1abfd826-d167-4ac7-89e3-07087d9845bc,Pengguna Google,5,sangat puas,2025-07-10 22:25:13
7a672025-aa6e-4fc5-b4eb-b0860747df9b,Pengguna Google,5,sangat memuaskan,2025-07-10 22:25:08
a7ca3aa5-7b5b-4ffd-acab-1acd7855095c,Pengguna Google,1,kebanyakan iklan jdi ngelag,2025-07-10 22:24:55
de1838dc-9a6d-40b1-b996-fb8511adbb8a,Pengguna Google,5,sep,2025-07-10 22:24:09
9cd9e046-2933-4a56-9e7d-d079ad0437a0,Pengguna Google,5,good,2025-07-10 22:23:46
3b0f0968-a762-4bc3-a251-2a0f010bf085,Pengguna Google,5,semakin di update semakin berat apakah nya ngeleg pake hp android 11,2025-07-10 22:23:22
d5b297fb-7edb-4c67-ad7b-9d5d19c461d6,Pengguna Google,1,lagi main gem malah iklan gak bisa di pencet 😡😡😡,2025-07-10 22:19:25
2c6254ca-4d5c-4762-9cef-6477b801c26f,Pengguna Google,5,sangat puass,2025-07-10 22:17:56
2291f1a2-be2c-4404-8747-f50ea54eb28f,Pengguna Google,5,siip,2025-07-10 22:17:15
9056da7f-d102-4d31-afd3-96b4aacc2f47,Pengguna Google,5,Maaf ada masalah di aktipasi sebagian akun saya🙏🏼🙏🏼,2025-07-10 22:17:05
5972b5e8-da24-4308-946e-877498a505a7,Pengguna Google,4,barang sampai tepat waktu &banyak diskon,2025-07-10 22:16:50
80b91c96-b457-4a77-a0a5-92c389d570ce,Pengguna Google,5,selama saya memesan barang di shopee selalu memuaskan tidak pernah mengecewakan saya dan juga kurirnya sangat baik dan terpercaya,2025-07-10 22:15:45
4a5f2a05-2c87-4705-9f11-bcf797a71cd6,Pengguna Google,5,👍,2025-07-10 22:15:26
ff2908fb-446a-4daa-adf8-1638e25b6c3f,Pengguna Google,5,bestttt,2025-07-10 22:15:14
03861daa-b8ef-4119-8b18-3034ad4d1851,Pengguna Google,5,mantap meeen,2025-07-10 22:15:07
940c7269-6f4f-401f-b569-8e8874c4874e,Pengguna Google,5,good,2025-07-10 22:14:54
de1f3543-a918-49cf-af42-e1c8683dd5ae,Pengguna Google,5,barang yg d jual berkualitas dan dapat garansi tepat waktu,2025-07-10 22:14:46
6424ec75-5fab-42a9-afd6-43ebdc367037,Pengguna Google,2,pesanan sering kali lama sampai.. makin hari makin GK jelas shopee,2025-07-10 22:14:38
27c2a788-47c8-4dba-ab0e-5d52e561c18d,Pengguna Google,5,bagus semua,2025-07-10 22:13:10
a3026a5b-09a4-4685-b645-8d992734e6ae,Pengguna Google,5,pesanan sesuai,2025-07-10 22:12:58
6ad3f376-d515-452f-8962-7373d9434de4,Pengguna Google,5,sangat di permudah shoping,2025-07-10 22:11:27
b2e4ad10-4cb8-46e3-8641-05aea25a37ac,Pengguna Google,5,keren,2025-07-10 22:11:13
7e321bdb-eb85-4d52-b6ea-2fb15ca803d9,Pengguna Google,4,aplikasinya lumayan berat,2025-07-10 22:10:30
eb830ae2-ea94-4fc3-8004-43056d318c1b,Pengguna Google,1,"saya nggak bisa co dengan alasan saya sudah pernah pakai voucher pngguna bru..okei syaa mklumin tp ktika saya batalin voucher pngguna bru ny ttap aj saya nggak bisa co,gimana si!!???prnh wktu itu saya membeli slh stu brang yg ad di shopee lalu pmbayaran melalui tf garansi tiba ny 3 hari uang sudah sya tf tp brang tidak dtang smpai skrang..yg jual bilang ada kendala di jalan ,sya bner"" kcwa tolong untk pihak shopee di rspon komentar saya!🙏🏻 terima kasih.",2025-07-10 22:10:14
